1.310000000000000053e+00
2.040000000000000036e+00
2.359999999999999876e+00
3.240000000000000213e+00
3.439999999999999947e+00
4.120000000000000107e+00
4.740000000000000213e+00
5.320000000000000284e+00
5.669999999999999929e+00
6.679999999999999716e+00
6.679999999999999716e+00
7.889999999999999680e+00
8.289999999999999147e+00
8.880000000000000782e+00
9.050000000000000711e+00
8.910000000000000142e+00
1.031000000000000050e+01
1.090000000000000036e+01
1.122000000000000064e+01
